file	best_BER	alpha	block_size	num_bits
LibriSpeech 2/dev-clean-2/2803/154320/2803-154320-0013.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/154320/2803-154320-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/154320/2803-154320-0014.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/154320/2803-154320-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0000.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0001.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0002.flac: best_BER=0.250, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0003.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0004.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0005.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0006.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0007.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0008.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0009.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0010.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0011.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0012.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0013.flac: best_BER=0.125, alpha=0.05, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0014.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0015.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0016.flac: best_BER=0.125, alpha=0.05, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0017.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/2803/161169/2803-161169-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0000.flac: best_BER=0.250, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0001.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0002.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0003.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0004.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0005.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0006.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0007.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0008.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0009.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0010.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0011.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0012.flac: best_BER=0.125, alpha=0.1, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0013.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0014.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0015.flac: best_BER=0.125, alpha=0.1, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0016.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0017.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0018.flac: best_BER=0.125, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0019.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0020.flac: best_BER=0.125, alpha=0.1, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0021.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0022.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0023.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0024.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0025.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0025_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0026.flac: best_BER=0.125, alpha=0.05, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0026_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0027.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0027_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0028.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0028_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0029.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0029_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0030.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0030_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0031.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0031_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0032.flac: best_BER=0.062, alpha=0.01, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0032_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0033.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0033_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0034.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0034_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0035.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0035_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0036.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0036_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0037.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0037_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0038.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0038_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0039.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0039_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0040.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0040_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0041.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0041_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0042.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0042_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0043.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0043_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0044.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0044_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0045.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0045_watermarked.flac
LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0046.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3000/15664/3000-15664-0046_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0000.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0001.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0002.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0003.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0004.flac: best_BER=0.125, alpha=0.2, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0005.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0006.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0007.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0008.flac: best_BER=0.250, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0009.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0010.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0011.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0012.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0013.flac: best_BER=0.125, alpha=0.05, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0014.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0015.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0016.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0017.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0018.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0019.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0020.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0021.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0022.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0023.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0024.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0025.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0025_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0026.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0026_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0027.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0027_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0028.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0028_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0029.flac: best_BER=0.125, alpha=0.05, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0029_watermarked.flac
LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0030.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3536/23268/3536-23268-0030_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0000.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0001.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0002.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0003.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0004.flac: best_BER=0.250, alpha=0.2, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0005.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0006.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0007.flac: best_BER=0.250, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0008.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0009.flac: best_BER=0.250, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0010.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0011.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0012.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0013.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0014.flac: best_BER=0.125, alpha=0.2, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0015.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0016.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0017.flac: best_BER=0.250, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0018.flac: best_BER=0.125, alpha=0.05, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0019.flac: best_BER=0.188, alpha=0.01, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0020.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0021.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/3576/138058/3576-138058-0021_watermarked.flac
