file	best_BER	alpha	block_size	num_bits
LibriSpeech 2/dev-clean-2/1272/135031/1272-135031-0022.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/135031/1272-135031-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/135031/1272-135031-0023.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/135031/1272-135031-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/135031/1272-135031-0024.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/135031/1272-135031-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0000.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0001.flac: best_BER=0.250, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0002.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0003.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0004.flac: best_BER=0.125, alpha=0.05, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0005.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0006.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0007.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0008.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0009.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0010.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0011.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0012.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0013.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0014.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0015.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0016.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0017.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0018.flac: best_BER=0.125, alpha=0.05, block_size=(32, 32), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0019.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0020.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0021.flac: best_BER=0.125, alpha=0.2, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0022.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0023.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0024.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0025.flac: best_BER=0.188, alpha=0.05, block_size=(32, 32), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0025_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0026.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0026_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0027.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0027_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0028.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0028_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0029.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0029_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0030.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0030_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0031.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0031_watermarked.flac
LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0032.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1272/141231/1272-141231-0032_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0000.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0001.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0002.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0003.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0004.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0005.flac: best_BER=0.188, alpha=0.1, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0006.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0007.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0008.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0009.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0010.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0011.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0012.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0013.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0014.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0015.flac: best_BER=0.188, alpha=0.05, block_size=(32, 32), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0016.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0017.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0018.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0019.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0020.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0021.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0022.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0023.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0024.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0025.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0025_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0026.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0026_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0027.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0027_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0028.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0028_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0029.flac: best_BER=0.188, alpha=0.1, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0029_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0030.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0030_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0031.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0031_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0032.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0032_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0033.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0033_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0034.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0034_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0035.flac: best_BER=0.125, alpha=0.05, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0035_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0036.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0036_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0037.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0037_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0038.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0038_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0039.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0039_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0040.flac: best_BER=0.125, alpha=0.1, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0040_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0041.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0041_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0042.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170142/1462-170142-0042_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0000.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0001.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0002.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0003.flac: best_BER=0.250, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0004.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0005.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0006.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0007.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0008.flac: best_BER=0.125, alpha=0.1, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0009.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0010.flac: best_BER=0.125, alpha=0.05, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0011.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0012.flac: best_BER=0.250, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0013.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0014.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0015.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0016.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0017.flac: best_BER=0.188, alpha=0.05, block_size=(32, 32), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0018.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0019.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0020.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0021.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0022.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/1462/170145/1462-170145-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0000.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0001.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0002.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0003.flac: best_BER=0.188, alpha=0.05, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0004.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0005.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0006.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0007.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0008.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0009.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0010.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0011.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0012.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0013.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0014.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0015.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0016.flac: best_BER=0.125, alpha=0.01, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0017.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/174/168635/174-168635-0018.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/174/168635/174-168635-0018_watermarked.flac
